Median Household Income-Number; NaturalBreaks
Data downloaded on 28-October-2025
County_FIPS,County,State,Obesity-2014-Percentage,Median Household Income-2022 & 2018-2022-Number
46067,Hutchinson County,South Dakota,27.3,64422
40007,Beaver County,Oklahoma,28.9,64431
36049,Lewis County,New York,30.7,64452
02180,Nome Census Area,Alaska,28.4,64480
19043,Clayton County,Iowa,28.4,64486
55037,Florence County,Wisconsin,28.5,64512
29135,Moniteau County,Missouri,24.5,64519
46019,Butte County,South Dakota,30.1,64528
46059,Hand County,South Dakota,25.4,64536
19177,Van Buren County,Iowa,28.9,64550
19067,Floyd County,Iowa,25.4,64553
39151,Stark County,Ohio,29,64557
13291,Union County,Georgia,25.4,64588
27097,Morrison County,Minnesota,33.6,64588
12127,Volusia County,Florida,24.9,64601
20043,Doniphan County,Kansas,26.6,64608
47001,Anderson County,Tennessee,26.5,64615
19025,Calhoun County,Iowa,29.1,64634
48203,Harrison County,Texas,29.3,64636
49015,Emery County,Utah,24.8,64651
48417,Shackelford County,Texas,26.5,64690
18121,Parke County,Indiana,28.6,64700
17099,Lasalle County,Illinois,25.4,64711
27029,Clearwater County,Minnesota,26.3,64716
21111,Jefferson County,Kentucky,31.5,64719
20173,Sedgwick County,Kansas,31.6,64720
40085,Love County,Oklahoma,26.4,64723
18015,Carroll County,Indiana,23.8,64731
56017,Hot Springs County,Wyoming,25.4,64734
30017,Custer County,Montana,27.9,64743
42025,Carbon County,Pennsylvania,29.7,64766
19097,Jackson County,Iowa,28.2,64792
38033,Golden Valley County,North Dakota,28.7,64823
17137,Morgan County,Illinois,26,64842
17171,Scott County,Illinois,27.1,64853
16017,Bonner County,Idaho,23.5,64860
27081,Lincoln County,Minnesota,24.3,64860
48135,Ector County,Texas,31.3,64868
41057,Tillamook County,Oregon,27.9,64877
26147,St. Clair County,Michigan,30.5,64894
38035,Grand Forks County,North Dakota,30.1,64914
20101,Lane County,Kansas,25.4,64934
31029,Chase County,Nebraska,28.6,64985
19143,Osceola County,Iowa,28.4,64993
55117,Sheboygan County,Wisconsin,28,65008
46029,Codington County,South Dakota,30.6,65009
29173,Ralls County,Missouri,25.9,65016
48233,Hutchinson County,Texas,28.5,65019
18159,Tipton County,Indiana,26.3,65025
35001,Bernalillo County,New Mexico,22.5,65034
12015,Charlotte County,Florida,24.8,65040
49039,Sanpete County,Utah,25.3,65044
35015,Eddy County,New Mexico,32.9,65063
21103,Henry County,Kentucky,26.1,65068
27111,Otter Tail County,Minnesota,28.1,65076
19039,Clarke County,Iowa,26.2,65129
19131,Mitchell County,Iowa,25.5,65132
27115,Pine County,Minnesota,35.7,65139
46063,Harding County,South Dakota,25.8,65168
17075,Iroquois County,Illinois,28.8,65181
50015,Lamoille County,Vermont,25.3,65190
19051,Davis County,Iowa,27,65201
40059,Harper County,Oklahoma,27.1,65228
55081,Monroe County,Wisconsin,29.5,65232
37085,Harnett County,North Carolina,31,65242
27069,Kittson County,Minnesota,23.6,65244
37089,Henderson County,North Carolina,25.3,65252
06047,Merced County,California,32.1,65253
36019,Clinton County,New York,29.1,65272
51171,Shenandoah County,Virginia,26.3,65289
21167,Mercer County,Kentucky,30.5,65292
27095,Mille Lacs County,Minnesota,33.8,65294
32027,Pershing County,Nevada,25.7,65315
51181,Surry County,Virginia,24.7,65339
18175,Washington County,Indiana,28,65342
36099,Seneca County,New York,25.7,65354
27105,Nobles County,Minnesota,28.3,65374
38049,Mchenry County,North Dakota,28.8,65378
17173,Shelby County,Illinois,27.6,65396
17143,Peoria County,Illinois,28.7,65421
37071,Gaston County,North Carolina,30.7,65430
19147,Palo Alto County,Iowa,27.5,65438
27117,Pipestone County,Minnesota,26.8,65499
19109,Kossuth County,Iowa,30.3,65510
13169,Jones County,Georgia,28.2,65515
12005,Bay County,Florida,28.6,65521
42119,Union County,Pennsylvania,25.3,65521
36121,Wyoming County,New York,23.4,65526
16069,Nez Perce County,Idaho,30.3,65558
46021,Campbell County,South Dakota,24.1,65591
20095,Kingman County,Kansas,27.6,65597
08087,Morgan County,Colorado,26.8,65599
41031,Jefferson County,Oregon,31.3,65600
23013,Knox County,Maine,21.7,65615
53003,Asotin County,Washington,30.6,65625
39175,Wyandot County,Ohio,29,65631
27047,Freeborn County,Minnesota,26.7,65632
38093,Stutsman County,North Dakota,31.8,65633
30025,Fallon County,Montana,26.8,65637
39037,Darke County,Ohio,30.2,65643
46091,Marshall County,South Dakota,26.9,65643
19107,Keokuk County,Iowa,26.6,65653
31179,Wayne County,Nebraska,28.9,65664
27169,Winona County,Minnesota,27.4,65699
26027,Cass County,Michigan,30.2,65703
21191,Pendleton County,Kentucky,27,65727
08085,Montrose County,Colorado,21,65736
53065,Stevens County,Washington,27,65748
29071,Franklin County,Missouri,26.3,65779
30081,Ravalli County,Montana,23.7,65789
31039,Cuming County,Nebraska,28,65809
20151,Pratt County,Kansas,29.3,65812
21223,Trimble County,Kentucky,25,65828
51007,Amelia County,Virginia,24.9,65835
48029,Bexar County,Texas,28.2,65839
26019,Benzie County,Michigan,24.8,65846
18031,Decatur County,Indiana,30,65847
48287,Lee County,Texas,26.9,65911
26137,Otsego County,Michigan,26.8,65915
39027,Clinton County,Ohio,29,65927
12101,Pasco County,Florida,29.3,65933
21059,Daviess County,Kentucky,29.6,65949
55135,Waupaca County,Wisconsin,26.2,65960
18003,Allen County,Indiana,29.9,65967
06029,Kern County,California,32.4,65981
24011,Caroline County,Maryland,34.1,65981
19035,Cherokee County,Iowa,31.5,65985
31043,Dakota County,Nebraska,34.5,65986
16007,Bear Lake County,Idaho,26.9,66006
20067,Grant County,Kansas,29.4,66022
08007,Archuleta County,Colorado,19,66025
39153,Summit County,Ohio,30.1,66034
18145,Shelby County,Indiana,29.7,66045
55047,Green Lake County,Wisconsin,33,66070
06101,Sutter County,California,27.9,66071
17005,Bond County,Illinois,26.7,66071
18071,Jackson County,Indiana,29.8,66082
48077,Clay County,Texas,24.4,66085
48181,Grayson County,Texas,27,66141
05085,Lonoke County,Arkansas,31.5,66160
18181,White County,Indiana,32,66167
18089,Lake County,Indiana,33.5,66169
16071,Oneida County,Idaho,28.2,66175
19135,Monroe County,Iowa,25.1,66176
55031,Douglas County,Wisconsin,27.6,66180
38041,Hettinger County,North Dakota,25.1,66192
56007,Carbon County,Wyoming,27.6,66225
18051,Gibson County,Indiana,29.1,66247
31079,Hall County,Nebraska,33.1,66277
18107,Montgomery County,Indiana,27.7,66283
31137,Phelps County,Nebraska,29.8,66287
17079,Jasper County,Illinois,26.6,66290
38103,Wells County,North Dakota,28.8,66294
19171,Tama County,Iowa,28.2,66295
21091,Hancock County,Kentucky,28.1,66300
27153,Todd County,Minnesota,28.9,66300
06089,Shasta County,California,27.3,66312
39125,Paulding County,Ohio,24.7,66332
17033,Crawford County,Illinois,26.9,66333
18091,Laporte County,Indiana,33.9,66336
49001,Beaver County,Utah,23.7,66394
30029,Flathead County,Montana,23.1,66395
48359,Oldham County,Texas,27.4,66411
12103,Pinellas County,Florida,25.5,66427
49009,Daggett County,Utah,24.5,66427
21081,Grant County,Kentucky,30.9,66458
48097,Cooke County,Texas,27.8,66466
49021,Iron County,Utah,23.8,66499
06043,Mariposa County,California,24.3,66513
53071,Walla Walla County,Washington,26.3,66542
37073,Gates County,North Carolina,26.2,66561
27129,Renville County,Minnesota,25,66568
27127,Redwood County,Minnesota,29.3,66582
48341,Moore County,Texas,29.1,66583
31007,Banner County,Nebraska,26.5,66584
49025,Kane County,Utah,26.8,66609
51125,Nelson County,Virginia,26.7,66612
21179,Nelson County,Kentucky,27.7,66681
53009,Clallam County,Washington,24.8,66693
27063,Jackson County,Minnesota,28.2,66694
06063,Plumas County,California,23.6,66725
55115,Shawano County,Wisconsin,29.5,66733
31013,Box Butte County,Nebraska,32.2,66762
19189,Winnebago County,Iowa,22.3,66776
49017,Garfield County,Utah,32.4,66786
19193,Woodbury County,Iowa,32.8,66830
18111,Newton County,Indiana,31.3,66837
21005,Anderson County,Kentucky,29,66846
29063,Dekalb County,Missouri,32.3,66880
48477,Washington County,Texas,27.4,66911
13047,Catoosa County,Georgia,25.5,66918
13011,Banks County,Georgia,26.4,66928
40051,Grady County,Oklahoma,32.6,66930
12086,Miami-Dade County,Florida,23.1,66952
27061,Itasca County,Minnesota,30.4,66958
19089,Howard County,Iowa,25.6,66979
19001,Adair County,Iowa,26.8,66997
36115,Washington County,New York,28.7,67013
39061,Hamilton County,Ohio,28.5,67033
38003,Barnes County,North Dakota,32.1,67058
30009,Carbon County,Montana,23.8,67062
51133,Northumberland County,Virginia,22.9,67077
55103,Richland County,Wisconsin,28.2,67086
19187,Webster County,Iowa,27.4,67110
27021,Cass County,Minnesota,25.8,67121
39093,Lorain County,Ohio,27.1,67124
31141,Platte County,Nebraska,28.6,67132
17053,Ford County,Illinois,25.6,67135
42007,Beaver County,Pennsylvania,27.1,67135
27151,Swift County,Minnesota,25.8,67166
17163,St. Clair County,Illinois,32.8,67185
17085,Jo Daviess County,Illinois,26.7,67217
49019,Grand County,Utah,21.3,67218
19023,Butler County,Iowa,28.4,67233
38099,Walsh County,North Dakota,30.1,67249
39173,Wood County,Ohio,30,67254
49013,Duchesne County,Utah,27.6,67256
20059,Franklin County,Kansas,31.2,67263
41043,Linn County,Oregon,33.1,67265
19197,Wright County,Iowa,25.9,67291
31135,Perkins County,Nebraska,22.1,67296
27043,Faribault County,Minnesota,25.4,67302
55065,Lafayette County,Wisconsin,29.3,67311
49027,Millard County,Utah,31,67318
19047,Crawford County,Iowa,29.1,67363
17103,Lee County,Illinois,28.1,67371
27035,Crow Wing County,Minnesota,28,67373
12003,Baker County,Florida,31,67375
55105,Rock County,Wisconsin,34.2,67430
17119,Madison County,Illinois,31.2,67441
27005,Becker County,Minnesota,32.6,67448
19141,O&#39;brien County,Iowa,28.4,67470
20083,Hodgeman County,Kansas,26,67478
47125,Montgomery County,Tennessee,28.1,67478
20045,Douglas County,Kansas,24.5,67482
26091,Lenawee County,Michigan,27.5,67486
19081,Hancock County,Iowa,29.1,67498
41049,Morrow County,Oregon,25.4,67524
48311,Mcmullen County,Texas,29.7,67525
27173,Yellow Medicine County,Minnesota,25.3,67543
51830,Williamsburg City,Virginia,24.4,67543
55119,Taylor County,Wisconsin,30.1,67544
48011,Armstrong County,Texas,31.2,67548
19021,Buena Vista County,Iowa,31,67552
49047,Uintah County,Utah,27.6,67554
27073,Lac Qui Parle County,Minnesota,24.2,67556
46103,Pennington County,South Dakota,26,67573
51036,Charles City County,Virginia,26.8,67596
39135,Preble County,Ohio,23.5,67605
46081,Lawrence County,South Dakota,25.4,67606
13039,Camden County,Georgia,27.8,67628
12069,Lake County,Florida,28.5,67637
32033,White Pine County,Nevada,27.1,67639
42131,Wyoming County,Pennsylvania,28.8,67643
42027,Centre County,Pennsylvania,26.6,67654
56045,Weston County,Wyoming,29.2,67677
19093,Ida County,Iowa,25.1,67696
31073,Gosper County,Nebraska,28.6,67697
20057,Ford County,Kansas,27.5,67714
37003,Alexander County,North Carolina,28.2,67717
45003,Aiken County,South Carolina,30.3,67728
02275,Wrangell City and Borough,Alaska,24.6,67761
08027,Custer County,Colorado,21.6,67766
17041,Douglas County,Illinois,27.2,67796
27057,Hubbard County,Minnesota,22.2,67797
37031,Carteret County,North Carolina,24.2,67806
31019,Buffalo County,Nebraska,29.6,67809
55123,Vernon County,Wisconsin,28.3,67812
42043,Dauphin County,Pennsylvania,32.6,67813
42099,Perry County,Pennsylvania,29.3,67834
48103,Crane County,Texas,29.4,67889
51540,Charlottesville City,Virginia,24.3,67903
48469,Victoria County,Texas,32.5,67905
37021,Buncombe County,North Carolina,23,67906
48281,Lampasas County,Texas,27.8,67917
39043,Erie County,Ohio,33.2,67925
30007,Broadwater County,Montana,27.6,67927
22093,St. James Parish,Louisiana,28.9,67938
53041,Lewis County,Washington,30.4,67954
36095,Schoharie County,New York,23.3,67975
48423,Smith County,Texas,28.6,67978
30097,Sweet Grass County,Montana,24.5,68006
48231,Hunt County,Texas,25.2,68019
20119,Meade County,Kansas,25.3,68038
47127,Moore County,Tennessee,24.4,68086
51067,Franklin County,Virginia,25.1,68089
55083,Oconto County,Wisconsin,26.4,68127
36055,Monroe County,New York,28.4,68169
16031,Cassia County,Idaho,27.9,68170
55121,Trempealeau County,Wisconsin,26,68184
30063,Missoula County,Montana,22.3,68210
20203,Wichita County,Kansas,26.6,68225
41029,Jackson County,Oregon,25.6,68239
22125,West Feliciana Parish,Louisiana,24.3,68266
31053,Dodge County,Nebraska,32.1,68267
27013,Blue Earth County,Minnesota,33.7,68279
13123,Gilmer County,Georgia,29.9,68294
18133,Putnam County,Indiana,28.6,68301
53043,Lincoln County,Washington,28.3,68318
39083,Knox County,Ohio,22.9,68334
29049,Clinton County,Missouri,27.3,68337
31109,Lancaster County,Nebraska,26,68358
27051,Grant County,Minnesota,28.3,68381
20197,Wabaunsee County,Kansas,27.5,68435
31185,York County,Nebraska,31.8,68440
51570,Colonial Heights City,Virginia,24.5,68456
18019,Clark County,Indiana,31.3,68493
17013,Calhoun County,Illinois,27.1,68525
31059,Fillmore County,Nebraska,31.6,68532
31011,Boone County,Nebraska,30.6,68533
19041,Clay County,Iowa,31.6,68542
08095,Phillips County,Colorado,26.8,68571
19163,Scott County,Iowa,30.5,68576
30067,Park County,Montana,23.4,68594
48015,Austin County,Texas,27.1,68630
27101,Murray County,Minnesota,26.3,68665
06019,Fresno County,California,28.5,68693
19155,Pottawattamie County,Iowa,33.2,68712
27099,Mower County,Minnesota,27.7,68718
19169,Story County,Iowa,27.6,68720
31113,Logan County,Nebraska,28.3,68723
48201,Harris County,Texas,27.7,68748
31121,Merrick County,Nebraska,29.3,68754
19123,Mahaska County,Iowa,27.1,68759
47167,Tipton County,Tennessee,30.8,68778
19079,Hamilton County,Iowa,27.3,68795
48435,Sutton County,Texas,28.6,68838
24045,Wicomico County,Maryland,34.5,68851
18179,Wells County,Indiana,24.5,68879
51119,Middlesex County,Virginia,24.5,68881
27121,Pope County,Minnesota,29.8,68888
18005,Bartholomew County,Indiana,26.1,68910
36077,Otsego County,New York,23.9,68962
36037,Genesee County,New York,24.1,68973
48003,Andrews County,Texas,27.9,68998
19071,Fremont County,Iowa,27.2,69018
31027,Cedar County,Nebraska,27.6,69033
41021,Gilliam County,Oregon,24.3,69038
19099,Jasper County,Iowa,28.3,69047
48195,Hansford County,Texas,29,69064
53063,Spokane County,Washington,29.4,69079
08081,Moffat County,Colorado,26.1,69088
29151,Osage County,Missouri,27.5,69094
19139,Muscatine County,Iowa,30.8,69096
20031,Coffey County,Kansas,25.4,69100
38067,Pembina County,North Dakota,28.9,69141
27149,Stevens County,Minnesota,31,69171
53031,Jefferson County,Washington,25.9,69176
21113,Jessamine County,Kentucky,26,69216
02188,Northwest Arctic Borough,Alaska,29.1,69234
38087,Slope County,North Dakota,23,69249
50003,Bennington County,Vermont,23.6,69249
24043,Washington County,Maryland,32.6,69271
27031,Cook County,Minnesota,26,69279
48019,Bandera County,Texas,25.1,69284
20189,Stevens County,Kansas,27,69320
38009,Bottineau County,North Dakota,27.6,69351
48357,Ochiltree County,Texas,28.4,69383
31093,Howard County,Nebraska,27.3,69423
12061,Indian River County,Florida,24.1,69462
42075,Lebanon County,Pennsylvania,26.5,69490
55091,Pepin County,Wisconsin,31.1,69535
27119,Polk County,Minnesota,31.7,69538
20143,Ottawa County,Kansas,30.2,69542
31037,Colfax County,Nebraska,30,69549
41013,Crook County,Oregon,23.4,69563
19157,Poweshiek County,Iowa,28,69566
18113,Noble County,Indiana,27.1,69567
08077,Mesa County,Colorado,23.4,69578
27065,Kanabec County,Minnesota,28,69588
17123,Marshall County,Illinois,26.7,69593
21163,Meade County,Kentucky,30.4,69632
51121,Montgomery County,Virginia,23.6,69668
55027,Dodge County,Wisconsin,30.7,69681
26077,Kalamazoo County,Michigan,31.7,69689
24029,Kent County,Maryland,27,69695
47009,Blount County,Tennessee,28.8,69713
02070,Dillingham Census Area,Alaska,32.8,69716
39049,Franklin County,Ohio,29.7,69762
48495,Winkler County,Texas,29.1,69775
13181,Lincoln County,Georgia,26.1,69776
08079,Mineral County,Colorado,21.7,69794
56029,Park County,Wyoming,23.6,69802
26047,Emmet County,Michigan,25.4,69805
19127,Marshall County,Iowa,30.9,69818
27133,Rock County,Minnesota,25.2,69835
36113,Warren County,New York,26.1,69849
36053,Madison County,New York,25.5,69851
17117,Macoupin County,Illinois,26.9,69880
55139,Winnebago County,Wisconsin,31.7,69887
36029,Erie County,New York,27.4,69888
13045,Carroll County,Georgia,30.1,69924
25011,Franklin County,Massachusetts,22.5,69929
20055,Finney County,Kansas,32,69966
20081,Haskell County,Kansas,27.2,69971
38017,Cass County,North Dakota,29.5,70002
47093,Knox County,Tennessee,28.7,70013
16011,Bingham County,Idaho,31.5,70052
56019,Johnson County,Wyoming,20.2,70067
55063,La Crosse County,Wisconsin,28.2,70075
53069,Wahkiakum County,Washington,28.2,70099
06109,Tuolumne County,California,22.2,70108
45057,Lancaster County,South Carolina,28.2,70113
41003,Benton County,Oregon,22.6,70117
39169,Wayne County,Ohio,28.8,70121
56025,Natrona County,Wyoming,28.8,70142
01001,Autauga County,Alabama,30.7,70148
32001,Churchill County,Nevada,23.9,70149
47003,Bedford County,Tennessee,26.4,70185
47043,Dickson County,Tennessee,26.8,70192
56011,Crook County,Wyoming,22.8,70196
12031,Duval County,Florida,29.8,70203
56033,Sheridan County,Wyoming,23.1,70224
47119,Maury County,Tennessee,28.7,70225
48295,Lipscomb County,Texas,27.3,70236
48325,Medina County,Texas,31.6,70313
46087,Mccook County,South Dakota,25.2,70320
05125,Saline County,Arkansas,30.4,70330
16029,Caribou County,Idaho,25.3,70354
01115,St. Clair County,Alabama,29.4,70361
53039,Klickitat County,Washington,29.3,70371
46051,Grant County,South Dakota,25.9,70409
17131,Mercer County,Illinois,27.9,70430
48199,Hardin County,Texas,27.9,70432
31131,Otoe County,Nebraska,33.4,70433
18147,Spencer County,Indiana,27.4,70440
20085,Jackson County,Kansas,30.8,70445
29107,Lafayette County,Missouri,24.1,70457
48149,Fayette County,Texas,24.8,70476
55111,Sauk County,Wisconsin,30,70484
17091,Kankakee County,Illinois,28.1,70494
19019,Buchanan County,Iowa,31.5,70498
29177,Ray County,Missouri,28,70506
38023,Divide County,North Dakota,23.6,70513
17073,Henry County,Illinois,27.8,70517
19183,Washington County,Iowa,27,70539
55035,Eau Claire County,Wisconsin,25.3,70564
16027,Canyon County,Idaho,34,70594
46101,Moody County,South Dakota,29.9,70603
27089,Marshall County,Minnesota,26.9,70606
02100,Haines Borough,Alaska,23.5,70610
18115,Ohio County,Indiana,24.8,70618
38095,Towner County,North Dakota,24.1,70656
19105,Jones County,Iowa,35.3,70671
08053,Hinsdale County,Colorado,23.7,70675
42125,Washington County,Pennsylvania,27.1,70751
31143,Polk County,Nebraska,27.9,70813
48393,Roberts County,Texas,29.9,70814
54003,Berkeley County,West Virginia,30.8,70829
12011,Broward County,Florida,23.6,70834
29051,Cole County,Missouri,28.9,70837
32003,Clark County,Nevada,28.1,70838
41047,Marion County,Oregon,32.5,70861
48113,Dallas County,Texas,29,70871
31139,Pierce County,Nebraska,32.2,70906
36117,Wayne County,New York,27.9,70917
40027,Cleveland County,Oklahoma,29,70923
18099,Marshall County,Indiana,29.7,70938
36067,Onondaga County,New York,27.2,70939
19115,Louisa County,Iowa,30.6,70953
55073,Marathon County,Wisconsin,27.9,70955
27083,Lyon County,Minnesota,25.8,70958
37129,New Hanover County,North Carolina,24.3,70995
41059,Umatilla County,Oregon,30.4,71012
25003,Berkshire County,Massachusetts,23.3,71102
46093,Meade County,South Dakota,26,71106
20171,Scott County,Kansas,26,71121
51019,Bedford County,Virginia,30.7,71135
15001,Hawaii County,Hawaii,21.9,71143
42129,Westmoreland County,Pennsylvania,29.4,71152
46011,Brookings County,South Dakota,27.5,71166
18037,Dubois County,Indiana,28.4,71171
26015,Barry County,Michigan,27,71173
55039,Fond Du Lac County,Wisconsin,27.7,71206
51630,Fredericksburg City,Virginia,25.8,71217
13153,Houston County,Georgia,29.1,71237
38075,Renville County,North Dakota,27,71271
06039,Madera County,California,28.2,71273
13183,Long County,Georgia,29.1,71285
38071,Ramsey County,North Dakota,30.8,71307
08065,Lake County,Colorado,20.7,71326
19195,Worth County,Iowa,26.6,71329
55097,Portage County,Wisconsin,30.1,71360
22121,West Baton Rouge Parish,Louisiana,29,71362
26029,Charlevoix County,Michigan,25.2,71362
36039,Greene County,New York,24.9,71433
55033,Dunn County,Wisconsin,29.7,71434
41055,Sherman County,Oregon,24.1,71460
01051,Elmore County,Alabama,32.2,71463
13187,Lumpkin County,Georgia,26.9,71486
27009,Benton County,Minnesota,28.8,71493
26045,Eaton County,Michigan,32.9,71499
27161,Waseca County,Minnesota,31.9,71519
19091,Humboldt County,Iowa,27.3,71521
19031,Cedar County,Iowa,30.6,71563
09015,Windham County,Connecticut,29.4,71581
12071,Lee County,Florida,23.8,71607
18085,Kosciusko County,Indiana,32.2,71611
19165,Shelby County,Iowa,24.6,71628
08103,Rio Blanco County,Colorado,24.3,71630
06003,Alpine County,California,24.5,71646
16041,Franklin County,Idaho,31.3,71669
39011,Auglaize County,Ohio,31,71669
51113,Madison County,Virginia,25,71697
01003,Baldwin County,Alabama,26.5,71704
46013,Brown County,South Dakota,32.2,71731
53037,Kittitas County,Washington,28.3,71737
27135,Roseau County,Minnesota,26.4,71794
49033,Rich County,Utah,25.9,71800
17113,Mclean County,Illinois,27.9,71825
45045,Greenville County,South Carolina,27.9,71833
39117,Morrow County,Ohio,31,71835
53015,Cowlitz County,Washington,31.7,71847
48105,Crockett County,Texas,28.3,71851
10001,Kent County,Delaware,33.3,71866
22075,Plaquemines Parish,Louisiana,25.3,71876
17037,Dekalb County,Illinois,28.7,71882
48065,Carson County,Texas,25.9,71902
27167,Wilkin County,Minnesota,26,71924
26009,Antrim County,Michigan,28.4,71945
13227,Pickens County,Georgia,24.5,71955
56021,Laramie County,Wyoming,29.5,71956
17189,Washington County,Illinois,25.4,71958
42003,Allegheny County,Pennsylvania,27,71973
33003,Carroll County,New Hampshire,24.6,71981
13247,Rockdale County,Georgia,30.9,71984
46045,Edmunds County,South Dakota,24.8,72004
36109,Tompkins County,New York,26.9,72025
19191,Winneshiek County,Iowa,23.9,72032
48009,Archer County,Texas,24.6,72062
27045,Fillmore County,Minnesota,21.9,72065
39107,Mercer County,Ohio,25.6,72077
38101,Ward County,North Dakota,30.1,72091
39069,Henry County,Ohio,25.2,72122
13217,Newton County,Georgia,26.5,72128
12095,Orange County,Florida,25,72129
42011,Berks County,Pennsylvania,30.6,72157
26115,Monroe County,Michigan,30.8,72166
12081,Manatee County,Florida,26,72176
51033,Caroline County,Virginia,25.1,72210
18061,Harrison County,Indiana,31.5,72259
27067,Kandiyohi County,Minnesota,28.8,72281
55029,Door County,Wisconsin,23.8,72296
20071,Greeley County,Kansas,25.5,72300
55101,Racine County,Wisconsin,30,72331
17083,Jersey County,Illinois,28.7,72363
46107,Potter County,South Dakota,23.4,72374
27145,Stearns County,Minnesota,27.3,72378
29027,Callaway County,Missouri,30.8,72398
55009,Brown County,Wisconsin,27.2,72398
37069,Franklin County,North Carolina,28.9,72415
18183,Whitley County,Indiana,29.2,72448
30057,Madison County,Montana,21.3,72487
30049,Lewis And Clark County,Montana,23.6,72491
39149,Shelby County,Ohio,26,72498
19161,Sac County,Iowa,28.3,72499
47037,Davidson County,Tennessee,29.6,72561
51109,Louisa County,Virginia,27.3,72569
42077,Lehigh County,Pennsylvania,29.2,72590
29003,Andrew County,Missouri,25.4,72630
23015,Lincoln County,Maine,23.9,72657
39063,Hancock County,Ohio,29.8,72658
51053,Dinwiddie County,Virginia,28.7,72695
19077,Guthrie County,Iowa,30.1,72701
20131,Nemaha County,Kansas,27.2,72719
26087,Lapeer County,Michigan,27.5,72737
39123,Ottawa County,Ohio,28.1,72780
39021,Champaign County,Ohio,30,72784
35049,Santa Fe County,New Mexico,15.3,72836
22063,Livingston Parish,Louisiana,30.4,72887
39109,Miami County,Ohio,31.9,72887
28121,Rankin County,Mississippi,27.9,72906
18033,Dekalb County,Indiana,28,72910
51165,Rockingham County,Virginia,24.8,72921
19095,Iowa County,Iowa,26.9,72948
31151,Saline County,Nebraska,30.3,72948
40131,Rogers County,Oklahoma,30.5,72952
06011,Colusa County,California,25,72963
39133,Portage County,Ohio,29.3,72965
30083,Richland County,Montana,30.7,72974
49041,Sevier County,Utah,29.9,73014
45063,Lexington County,South Carolina,32.6,73022
40073,Kingfisher County,Oklahoma,29.1,73023
50017,Orange County,Vermont,27.1,73057
56041,Uinta County,Wyoming,27.1,73072
06009,Calaveras County,California,24.9,73175
48211,Hemphill County,Texas,27,73212
38019,Cavalier County,North Dakota,28.6,73221
36047,Kings County,New York,23,73244
18151,Steuben County,Indiana,28,73250
17179,Tazewell County,Illinois,30.2,73285
16025,Camas County,Idaho,23,73311
48317,Martin County,Texas,28.7,73315
12035,Flagler County,Florida,22.9,73336
48421,Sherman County,Texas,29.3,73395
48021,Bastrop County,Texas,32.6,73403
37097,Iredell County,North Carolina,27.8,73446
19125,Marion County,Iowa,28.7,73451
19085,Harrison County,Iowa,28.5,73457
19061,Dubuque County,Iowa,27,73492
27041,Douglas County,Minnesota,29.4,73521
37019,Brunswick County,North Carolina,26.7,73536
18171,Warren County,Indiana,27.7,73539
23023,Sagadahoc County,Maine,23.8,73587
02230,Skagway Municipality,Alaska,23.8,73603
29043,Christian County,Missouri,23.5,73616
19027,Carroll County,Iowa,28.4,73643
37141,Pender County,North Carolina,30.2,73663
17167,Sangamon County,Illinois,26.9,73684
42055,Franklin County,Pennsylvania,31.8,73709
55061,Kewaunee County,Wisconsin,30.2,73717
55127,Walworth County,Wisconsin,23.1,73723
27075,Lake County,Minnesota,28.5,73724
20113,Mcpherson County,Kansas,27.7,73766
51115,Mathews County,Virginia,25.5,73827
40145,Wagoner County,Oklahoma,30,73851
20079,Harvey County,Kansas,28.8,73854
26099,Macomb County,Michigan,32.1,73927
46043,Douglas County,South Dakota,26,73934
55095,Polk County,Wisconsin,28.9,73982
46057,Hamlin County,South Dakota,27.3,73995
19055,Delaware County,Iowa,30.3,74017
19119,Lyon County,Iowa,28.3,74061
19037,Chickasaw County,Iowa,29.8,74077
12057,Hillsborough County,Florida,28.5,74091
38061,Mountrail County,North Dakota,35.1,74094
27125,Red Lake County,Minnesota,27.9,74120
37077,Granville County,North Carolina,29.5,74120
16015,Boise County,Idaho,20.9,74121
19113,Linn County,Iowa,30.3,74134
21037,Campbell County,Kentucky,28.5,74149
18013,Brown County,Indiana,24.9,74161
16085,Valley County,Idaho,22.5,74166
44007,Providence County,Rhode Island,27.9,74190
36093,Schenectady County,New York,25,74206
50027,Windsor County,Vermont,24.1,74244
38077,Richland County,North Dakota,31.2,74253
18043,Floyd County,Indiana,26.2,74264
13211,Morgan County,Georgia,24.2,74340
29219,Warren County,Missouri,23.9,74355
06005,Amador County,California,25.4,74356
26067,Ionia County,Michigan,35.1,74391
17105,Livingston County,Illinois,26.9,74418
31055,Douglas County,Nebraska,27.6,74424
55017,Chippewa County,Wisconsin,26.4,74425
13133,Greene County,Georgia,27.6,74488
16019,Bonneville County,Idaho,28.8,74505
46125,Turner County,South Dakota,26.5,74511
46079,Lake County,South Dakota,27.8,74668
31099,Kearney County,Nebraska,26.8,74686
33019,Sullivan County,New Hampshire,28,74700
45035,Dorchester County,South Carolina,33.3,74730
02240,Southeast Fairbanks Census Area,Alaska,31.3,74732
32019,Lyon County,Nevada,29.5,74741
26055,Grand Traverse County,Michigan,25,74746
34013,Essex County,New Jersey,29,74747
18047,Franklin County,Indiana,25,74779
17049,Effingham County,Illinois,28.7,74800
